Id,SalePrice
1461,118055.05154323712
1462,150197.3012186407
1463,187362.3520540613
1464,185509.85117934196
1465,180344.0451268332
1466,186415.53976122203
1467,165339.59333982755
1468,168777.13944049733
1469,182969.840302705
1470,123531.45875685528
1471,195145.28612255183
1472,90232.29348215414
1473,98929.11620978384
1474,154591.79717025702
1475,122359.43083099026
1476,366258.86192529433
1477,240334.937796361
1478,265880.5867720076
1479,302319.0578618815
1480,573789.2245566908
1481,356800.97028386145
1482,201338.9715337727
1483,188099.80649227853
1484,166448.65005697095
1485,169201.6385082237
1486,201847.6918052034
1487,386208.0044578986
1488,241758.46285811503
1489,187846.8408001875
1490,214556.1870165199
1491,199690.00580681645
1492,105155.46991385863
1493,179526.77104677045
1494,286278.40539793944
1495,283762.01258734445
1496,216351.12475071586
1497,210517.90141074714
1498,153695.56399964064
1499,154239.75736422223
1500,156369.18414119116
1501,178718.87711432244
1502,140003.53450511658
1503,223299.2977406673
1504,221799.93984506343
1505,217913.80489492667
1506,216788.72132650082
1507,279849.4478696866
1508,205234.62320803496
1509,163226.65944779752
1510,155370.18112585548
1511,153224.83559563005
1512,170428.7737571785
1513,144527.82173943165
1514,147913.83390938368
1515,219686.1528404939
1516,137563.52098295133
1517,145854.74458978494
1518,162466.71165555686
1519,223078.54139534262
1520,140765.04836013826
1521,145276.37320595066
1522,146735.9773870238
1523,122735.01914993953
1524,124295.8758775121
1525,122901.78983346996
1526,125192.27015618951
1527,89088.62920145382
1528,132603.7214496829
1529,146581.86927460454
1530,172338.71615440462
1531,118241.69479583594
1532,100872.3972662628
1533,155732.27938586677
1534,127987.4384457551
1535,159441.73539690877
1536,124115.8911385659
1537,84780.66989423579
1538,151351.13756637502
1539,146337.26680115657
1540,134621.71162143565
1541,156170.69100451953
1542,163209.62275658938
1543,210747.42649797484
1544,86533.71483873276
1545,86082.36155908462
1546,108624.04143758363
1547,123389.06642053375
1548,127129.45207945025
1549,102219.15089318619
1550,132413.07615329354
1551,127758.80379594228
1552,137105.9152043154
1553,131945.18614076293
1554,116576.19699504043
1555,143323.88571881148
1556,93771.96928705164
1557,79117.8968001345
1558,79105.66274650463
1559,127335.4947917547
1560,133012.51890709734
1561,154107.47348301177
1562,134565.8680516224
1563,118224.27380864811
1564,175289.2643588052
1565,149299.73783721472
1566,203516.06081115612
1567,83541.73912218498
1568,217529.16155060887
1569,157653.39399845962
1570,122693.79014860274
1571,119888.83470909
1572,149107.52056055417
1573,229308.3588599802
1574,157202.19099064864
1575,191778.18837647623
1576,236866.29562181252
1577,186756.3164528326
1578,141206.93072105077
1579,145261.37163671438
1580,198399.94671166415
1581,140895.11582468677
1582,125109.40075145243
1583,378320.61398276564
1584,245281.99332987814
1585,143736.27289992507
1586,85902.58567371572
1587,103812.37043504775
1588,149247.24238542694
1589,110213.35197989736
1590,142492.87002503424
1591,108286.07265951007
1592,127497.84422985272
1593,105116.63705051073
1594,62278.28240796516
1595,116953.76140248822
1596,181793.10957078933
1597,212224.82507347543
1598,186819.40044316038
1599,149531.75168764748
1600,167812.9187331944
1601,65253.30174685549
1602,107951.05071072304
1603,90686.5351687856
1604,238720.30358839146
1605,236156.13077262387
1606,165767.5277238122
1607,317926.2270434384
1608,206832.6121152874
1609,181379.19291213894
1610,174395.04167135377
1611,152261.0995756138
1612,212129.70065960352
1613,196611.82117726066
1614,127302.9102020539
1615,79441.48065373956
1616,79441.48065373956
1617,99298.42657628881
1618,132611.39798707544
1619,131042.6926969472
1620,251539.50821197074
1621,155460.80578449043
1622,141265.31464324443
1623,238016.3092854509
1624,211930.72679420066
1625,115658.84827729373
1626,176517.37449198187
1627,184864.56543592346
1628,263268.8274114475
1629,164007.00819789903
1630,174159.1835316533
1631,204180.2622018882
1632,230824.3646940805
1633,164558.6442262367
1634,186869.66478884796
1635,171867.51486519317
1636,164365.73546120682
1637,177208.80888358242
1638,203055.5360973833
1639,191229.5701633498
1640,220091.14290263696
1641,203148.5867432395
1642,231893.2811231857
1643,228042.30862465728
1644,218887.20902820042
1645,188802.74504028977
1646,148549.17641145358
1647,158138.50244816876
1648,152377.0472539905
1649,137586.584296175
1650,122803.59246341715
1651,136507.05829781387
1652,91964.63080736487
1653,92297.72337927364
1654,163118.6556845543
1655,143332.43174322398
1656,156048.0950029706
1657,164680.50037631433
1658,156775.2754716316
1659,124065.70561977121
1660,141733.36563374283
1661,431086.332146496
1662,364217.6683245224
1663,409685.81617114524
1664,439490.3339447025
1665,284723.38651520264
1666,292854.0776324786
1667,336915.5535103608
1668,283659.82402288
1669,232382.54693068395
1670,307487.8164036038
1671,270578.2318829244
1672,476363.77255162055
1673,294938.5970513059
1674,244365.15395515383
1675,196923.66573156154
1676,195997.6197676623
1677,199485.52913492377
1678,506658.6028086326
1679,368548.8204247534
1680,324056.84702073893
1681,219450.0221518615
1682,263830.8699296277
1683,201986.93981213652
1684,173368.13847321668
1685,176296.70341883693
1686,172914.19243538327
1687,169625.8201610393
1688,192741.93703693658
1689,188825.74653757428
1690,176281.07308961038
1691,161834.44147403486
1692,239744.2336615284
1693,169201.6385082237
1694,174699.53527163103
1695,169487.87389189337
1696,284485.2366625836
1697,169950.14832512528
1698,354211.0601416574
1699,377999.5354157711
1700,245634.27082183718
1701,266129.60327381216
1702,264271.93352179247
1703,256760.6042727704
1704,270842.7050913104
1705,209662.18677583215
1706,425014.4346613584
1707,215104.21580801456
1708,214015.34141987906
1709,233389.3333249769
1710,220183.5284466438
1711,242271.1498938037
1712,290587.27328219515
1713,256549.91616485518
1714,228283.3693168249
1715,211672.05466378812
1716,182732.02440471895
1717,167888.976032325
1718,105685.88126531238
1719,213029.37698367884
1720,227722.24768141116
1721,166344.8487346621
1722,108990.67381754651
1723,163864.0215374601
1724,225650.4804680773
1725,226962.87924084062
1726,197278.55225795816
1727,184684.205690765
1728,182452.25578578596
1729,159413.96871962363
1730,171178.14500797106
1731,127607.74770514906
1732,116899.10947072873
1733,116340.05432273773
1734,131638.92426585668
1735,128621.30121803255
1736,119212.24070527533
1737,356403.6511823625
1738,209894.47404101648
1739,326828.48215128196
1740,267362.12407395773
1741,187327.7150228591
1742,178652.40179286018
1743,179628.9140272732
1744,249539.3393021265
1745,222737.10391392017
1746,166382.4668806304
1747,216778.83593672322
1748,207723.01451600698
1749,163253.76343917957
1750,152088.46270287753
1751,237493.05799760827
1752,118414.21231644653
1753,171330.5151194876
1754,204371.54409874039
1755,162793.31282172323
1756,117247.13279582857
1757,113538.00011386728
1758,148517.82568796253
1759,172378.4703300341
1760,172692.1730899468
1761,158922.50015666842
1762,162334.7780609759
1763,140475.00908778905
1764,121800.72647113662
1765,187927.86599873396
1766,162681.17836822075
1767,212214.1953004796
1768,140060.19194887317
